# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  0
15  1
20  5
25  3
30  6
35  0
40  0
45  0
50  0
55  1
60  0
65  0
70  1
75  0
80  0
85  1
90  1
95  0
100  0
105  0
110  0
115  0
120  0
125  0
130  0
135  0
140  0
145  1
150  1
155  0
160  1
165  0
170  1
175  1
