# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  1
15  0
20  1
25  0
30  0
35  0
40  1
45  0
50  0
55  0
60  0
65  1
70  0
75  0
80  1
85  0
90  0
95  0
100  1
105  0
110  0
115  0
120  1
125  1
130  1
135  0
140  1
145  0
150  1
155  0
160  1
165  1
170  1
175  1
