# Results for 200 trials
# n   time (msec)
# ---------------
5  1
10  1
15  4
20  5
25  1
30  1
35  1
40  2
45  1
50  2
55  2
60  1
65  3
70  2
75  2
80  1
85  0
90  1
95  1
100  1
105  1
110  1
115  1
120  1
125  1
130  1
135  1
140  1
145  1
150  2
155  1
160  1
165  2
170  1
175  2
