# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  1
15  1
20  11
25  0
30  0
35  0
40  1
45  0
50  1
55  0
60  0
65  1
70  0
75  0
80  1
85  1
90  0
95  0
100  0
105  0
110  1
115  0
120  0
125  0
130  0
135  0
140  1
145  1
150  0
155  0
160  1
165  0
170  1
175  1
